,ServicingLenderName,idservicinglender,BorrowerState,CurrentApprovalAmount_Tatal,CurrentApprovalAmount_Count,Symbol
5025,The Canandaigua National Bank and Trust Company,1693,SC,21127.0,2,0
5026,The Canandaigua National Bank and Trust Company,1693,MN,16477.0,2,0
5027,The Canandaigua National Bank and Trust Company,1693,CT,16254.0,1,0
5028,The Canandaigua National Bank and Trust Company,1693,MO,7297.0,1,0
5029,The Canandaigua National Bank and Trust Company,1693,CO,2602.0,1,0
5030,First National Bank of Omaha,695,NE,518990790.81,6282,0
5031,First National Bank of Omaha,695,CO,331724028.41,3354,0
5032,First National Bank of Omaha,695,IL,120988008.16,1279,0
5033,First National Bank of Omaha,695,KS,45117338.39,661,0
5034,First National Bank of Omaha,695,IA,29644233.68,199,0
5035,First National Bank of Omaha,695,TX,25064450.07,370,0
5036,First National Bank of Omaha,695,MO,23113982.08,132,0
5037,First National Bank of Omaha,695,SD,21391250.06,571,0
5038,First National Bank of Omaha,695,WY,21072371.54,337,0
5039,First National Bank of Omaha,695,WI,6663374.37,22,0
5040,First National Bank of Omaha,695,ND,4293682.1,11,0
5041,First National Bank of Omaha,695,CA,3578461.48,39,0
5042,First National Bank of Omaha,695,MN,2374820.47,9,0
5043,First National Bank of Omaha,695,IN,1936158.82,2,0
5044,First National Bank of Omaha,695,AZ,1856137.44,23,0
5045,First National Bank of Omaha,695,WA,1117932.5,4,0
5046,First National Bank of Omaha,695,OK,1078099.45,4,0
5047,First National Bank of Omaha,695,NC,1004736.9099999999,6,0
5048,First National Bank of Omaha,695,FL,855402.36,22,0
5049,First National Bank of Omaha,695,LA,817154.0,3,0
5050,First National Bank of Omaha,695,NY,740808.26,8,0
5051,First National Bank of Omaha,695,NM,647436.69,7,0
5052,First National Bank of Omaha,695,UT,532029.0,13,0
5053,First National Bank of Omaha,695,RI,522925.0,1,0
5054,First National Bank of Omaha,695,PA,430718.55,3,0
5055,First National Bank of Omaha,695,NV,386298.32,4,0
5056,First National Bank of Omaha,695,MS,189082.94,2,0
5057,First National Bank of Omaha,695,GA,173380.96000000002,4,0
5058,First National Bank of Omaha,695,TN,135600.0,1,0
5059,First National Bank of Omaha,695,DE,49530.0,1,0
5060,First National Bank of Omaha,695,AR,39536.630000000005,2,0
5061,First National Bank of Omaha,695,DC,30872.04,2,0
5062,First National Bank of Omaha,695,KY,25171.67,1,0
5063,First National Bank of Omaha,695,NJ,22708.3,1,0
5064,First National Bank of Omaha,695,ID,20833.33,1,0
5065,First National Bank of Omaha,695,MT,20000.0,2,0
5066,First National Bank of Omaha,695,OH,20000.0,1,0
5067,First National Bank of Omaha,695,VI,16250.0,1,0
5068,First National Bank of Omaha,695,VA,9873.34,2,0
5069,Origin Bank,166,TX,518731808.35,2681,0
5070,Origin Bank,166,LA,279047703.16,2511,0
5071,Origin Bank,166,MS,27933559.56,302,0
5072,Origin Bank,166,CA,10436234.5,32,0
5073,Origin Bank,166,GA,8775137.0,8,0
5074,Origin Bank,166,AZ,5581425.0,7,0
5075,Origin Bank,166,VA,4433250.0,5,0
5076,Origin Bank,166,CO,4008946.0,7,0
5077,Origin Bank,166,MN,3975300.0,2,0
5078,Origin Bank,166,MA,3947206.67,2,0
5079,Origin Bank,166,FL,3831888.0,20,0
5080,Origin Bank,166,KY,3625363.3,4,0
5081,Origin Bank,166,NY,3451334.0,6,0
5082,Origin Bank,166,OK,2973959.0,10,0
5083,Origin Bank,166,RI,2640300.0,1,0
5084,Origin Bank,166,NJ,2320491.0,3,0
5085,Origin Bank,166,AL,2310220.0,6,0
5086,Origin Bank,166,CT,1816215.0,2,0
5087,Origin Bank,166,NC,1395365.0,3,0
5088,Origin Bank,166,TN,798487.0,12,0
5089,Origin Bank,166,AR,599970.47,7,0
5090,Origin Bank,166,PA,530756.0,4,0
5091,Origin Bank,166,SC,341402.0,1,0
5092,Origin Bank,166,WA,226847.0,2,0
5093,Origin Bank,166,UT,89685.0,2,0
5094,Origin Bank,166,WI,73700.0,1,0
5095,Origin Bank,166,IA,49297.0,1,0
5096,Origin Bank,166,NV,38320.0,1,0
5097,Origin Bank,166,OH,35620.0,2,0
5098,Origin Bank,166,WV,20833.0,1,0
5099,Origin Bank,166,IL,14467.0,1,0
5100,Origin Bank,166,NM,13750.0,1,0
5101,Origin Bank,166,WY,13197.0,1,0
5102,Origin Bank,166,MT,11767.0,1,0
5103,Renasant Bank,103,GA,518192449.0,3611,0
5104,Renasant Bank,103,MS,236180524.75,3231,0
5105,Renasant Bank,103,TN,215010977.89,1967,0
5106,Renasant Bank,103,AL,200687339.25,1705,0
5107,Renasant Bank,103,FL,63924571.0,568,0
5108,Renasant Bank,103,TX,25009907.0,66,0
5109,Renasant Bank,103,NJ,15564300.0,10,0
5110,Renasant Bank,103,PA,11047000.0,10,0
5111,Renasant Bank,103,NY,9277700.0,21,0
5112,Renasant Bank,103,NC,9069497.0,26,0
5113,Renasant Bank,103,WA,8885900.0,2,0
5114,Renasant Bank,103,VA,7909100.0,36,0
5115,Renasant Bank,103,SC,7612700.0,37,0
5116,Renasant Bank,103,CA,6057870.96,21,0
5117,Renasant Bank,103,AR,5607800.0,21,0
5118,Renasant Bank,103,KS,1684700.0,1,0
5119,Renasant Bank,103,DE,1413600.0,1,0
5120,Renasant Bank,103,MI,820300.0,3,0
5121,Renasant Bank,103,OK,737900.0,3,0
5122,Renasant Bank,103,IL,701800.0,6,0
5123,Renasant Bank,103,PR,575400.0,2,0
5124,Renasant Bank,103,IA,462500.0,1,0
5125,Renasant Bank,103,KY,446900.0,8,0
5126,Renasant Bank,103,LA,293300.0,11,0
5127,Renasant Bank,103,MA,287800.0,2,0
5128,Renasant Bank,103,MO,236900.0,8,0
5129,Renasant Bank,103,OH,230702.0,4,0
5130,Renasant Bank,103,AZ,224000.0,2,0
5131,Renasant Bank,103,CT,146200.0,1,0
5132,Renasant Bank,103,SD,107800.0,1,0
5133,Renasant Bank,103,IN,105000.0,1,0
5134,Renasant Bank,103,OR,80600.0,1,0
5135,Renasant Bank,103,CO,78200.0,2,0
5136,Renasant Bank,103,DC,68000.0,3,0
5137,Renasant Bank,103,MN,57800.0,1,0
5138,Renasant Bank,103,NV,32500.0,1,0
5139,Renasant Bank,103,MD,23000.0,2,0
5140,Renasant Bank,103,WI,20800.0,1,0
5141,Renasant Bank,103,ME,20800.0,1,0
5142,Renasant Bank,103,UT,5900.0,1,0
5143,Benworth Capital,315,FL,514654903.48,44068,0
5144,Benworth Capital,315,GA,492931847.26,33567,0
5145,Benworth Capital,315,CA,477619578.57,34565,0
5146,Benworth Capital,315,IL,354687189.74,19664,0
5147,Benworth Capital,315,TX,308737792.32,23852,0
5148,Benworth Capital,315,NY,249227144.33,18839,0
5149,Benworth Capital,315,OH,190668250.95,13264,0
5150,Benworth Capital,315,MI,130333376.71,9265,0
5151,Benworth Capital,315,LA,113424349.38,8569,0
5152,Benworth Capital,315,PA,106772053.67,7641,0
5153,Benworth Capital,315,MS,97833427.26,7174,0
5154,Benworth Capital,315,AL,87283224.08,6594,0
5155,Benworth Capital,315,TN,85823005.1,6820,0
5156,Benworth Capital,315,NJ,85100371.75,6817,0
5157,Benworth Capital,315,IN,82150757.26,5752,0
5158,Benworth Capital,315,NC,80554762.88,5965,0
5159,Benworth Capital,315,MD,77941449.13,6249,0
5160,Benworth Capital,315,SC,76516568.48,5874,0
5161,Benworth Capital,315,NV,70885005.2,4763,0
5162,Benworth Capital,315,AZ,65561590.02,4308,0
5163,Benworth Capital,315,VA,57718529.08,5034,0
5164,Benworth Capital,315,MO,45072448.04,2999,0
5165,Benworth Capital,315,MA,41655324.37,3437,0
5166,Benworth Capital,315,WI,40110898.0,2738,0
5167,Benworth Capital,315,AR,38098070.5,3068,0
5168,Benworth Capital,315,MN,36173997.0,2685,0
5169,Benworth Capital,315,WA,25296544.01,2119,0
5170,Benworth Capital,315,CO,24690694.24,1857,0
5171,Benworth Capital,315,KY,23131120.0,2029,0
5172,Benworth Capital,315,CT,18911992.0,1493,0
5173,Benworth Capital,315,IA,13865912.4,871,0
5174,Benworth Capital,315,OK,13503024.0,1089,0
5175,Benworth Capital,315,DC,13162448.0,977,0
5176,Benworth Capital,315,OR,12751925.76,1108,0
5177,Benworth Capital,315,DE,11417585.21,850,0
5178,Benworth Capital,315,KS,9784631.0,717,0
5179,Benworth Capital,315,UT,7478470.61,660,0
5180,Benworth Capital,315,NE,5815314.0,493,0
5181,Benworth Capital,315,HI,5039492.0,497,0
5182,Benworth Capital,315,RI,4834668.63,503,0
5183,Benworth Capital,315,NM,4409198.9,336,0
5184,Benworth Capital,315,WV,3864977.0,358,0
5185,Benworth Capital,315,ID,3696690.33,318,0
5186,Benworth Capital,315,ND,2457295.0,197,0
5187,Benworth Capital,315,ME,2350684.0,186,0
5188,Benworth Capital,315,NH,2278086.88,204,0
5189,Benworth Capital,315,SD,1704559.0,144,0
5190,Benworth Capital,315,AK,1652776.0,140,0
5191,Benworth Capital,315,MT,1235243.0,134,0
5192,Benworth Capital,315,WY,846879.0,69,0
5193,Benworth Capital,315,VT,723353.0,64,0
5194,Benworth Capital,315,VI,256984.0,23,0
5195,Benworth Capital,315,PR,102875.0,14,0
5196,Benworth Capital,315,GU,16187.0,2,0
5197,Heritage Bank of Commerce,661,CA,514513217.71,1764,0
5198,Heritage Bank of Commerce,661,FL,4724832.5,3,0
5199,Heritage Bank of Commerce,661,WI,1826125.5,2,0
5200,Heritage Bank of Commerce,661,NJ,1810762.5,1,0
5201,Heritage Bank of Commerce,661,AZ,629174.7,2,0
5202,Heritage Bank of Commerce,661,IL,238248.52,1,0
5203,Heritage Bank of Commerce,661,NM,179050.2,2,0
5204,Heritage Bank of Commerce,661,CO,144737.0,1,0
5205,Heritage Bank of Commerce,661,MA,139472.5,1,0
5206,Heritage Bank of Commerce,661,WA,133266.9,1,0
5207,Heritage Bank of Commerce,661,OR,118842.5,1,0
5208,Heritage Bank of Commerce,661,GA,81612.17,2,0
5209,International Bank of Commerce,540,TX,513946710.18,7319,0
5210,International Bank of Commerce,540,OK,85520178.36,818,0
5211,International Bank of Commerce,540,AZ,7285300.0,7,0
5212,International Bank of Commerce,540,LA,6404000.0,3,0
5213,International Bank of Commerce,540,ID,5800500.0,9,0
5214,International Bank of Commerce,540,CA,5196000.0,18,0
5215,International Bank of Commerce,540,OH,4378700.0,2,0
5216,International Bank of Commerce,540,IL,3046100.0,5,0
5217,International Bank of Commerce,540,IN,2920200.0,4,0
5218,International Bank of Commerce,540,TN,2861200.0,3,0
5219,International Bank of Commerce,540,GA,1239400.0,3,0
5220,International Bank of Commerce,540,FL,362800.0,7,0
5221,International Bank of Commerce,540,NV,177800.0,3,0
5222,International Bank of Commerce,540,MO,166700.0,1,0
5223,International Bank of Commerce,540,MI,90600.0,1,0
5224,International Bank of Commerce,540,CO,45500.0,1,0
5225,International Bank of Commerce,540,ND,42500.0,2,0
5226,International Bank of Commerce,540,NC,20800.0,1,0
5227,International Bank of Commerce,540,VA,11400.0,1,0
5228,International Bank of Commerce,540,NJ,10800.0,1,0
5229,International Bank of Commerce,540,NY,4300.0,1,0
5230,"INTRUST Bank, National Association",379,KS,513577566.94,3315,ZION
5231,"INTRUST Bank, National Association",379,OK,25103583.93,275,ZION
5232,"INTRUST Bank, National Association",379,RI,24409656.0,32,ZION
5233,"INTRUST Bank, National Association",379,GA,16752309.51,136,ZION
5234,"INTRUST Bank, National Association",379,TX,15014911.12,570,ZION
5235,"INTRUST Bank, National Association",379,MO,11657251.62,59,ZION
5236,"INTRUST Bank, National Association",379,AR,10436167.5,58,ZION
5237,"INTRUST Bank, National Association",379,FL,10056923.64,210,ZION
5238,"INTRUST Bank, National Association",379,CA,9889401.33,56,ZION
5239,"INTRUST Bank, National Association",379,CO,6950037.85,24,ZION
5240,"INTRUST Bank, National Association",379,IL,5283129.0,7,ZION
5241,"INTRUST Bank, National Association",379,NC,4748710.91,58,ZION
5242,"INTRUST Bank, National Association",379,OR,3415800.0,5,ZION
5243,"INTRUST Bank, National Association",379,UT,3321000.0,5,ZION
5244,"INTRUST Bank, National Association",379,NM,2635365.0,5,ZION
5245,"INTRUST Bank, National Association",379,PA,2367439.0,10,ZION
5246,"INTRUST Bank, National Association",379,NE,1077463.0,7,ZION
5247,"INTRUST Bank, National Association",379,MD,1056779.0,12,ZION
5248,"INTRUST Bank, National Association",379,NJ,804802.0,5,ZION
5249,"INTRUST Bank, National Association",379,OH,514167.0,2,ZION
5250,"INTRUST Bank, National Association",379,NV,391950.0,8,ZION
5251,"INTRUST Bank, National Association",379,MS,336767.83,29,ZION
5252,"INTRUST Bank, National Association",379,MI,330822.58,32,ZION
5253,"INTRUST Bank, National Association",379,VA,225572.92,18,ZION
5254,"INTRUST Bank, National Association",379,SC,216109.0,3,ZION
5255,"INTRUST Bank, National Association",379,NY,208017.0,1,ZION
5256,"INTRUST Bank, National Association",379,TN,158896.0,4,ZION
5257,"INTRUST Bank, National Association",379,MN,158525.0,3,ZION
5258,"INTRUST Bank, National Association",379,IN,104709.0,16,ZION
5259,"INTRUST Bank, National Association",379,WA,92638.33,6,ZION
5260,"INTRUST Bank, National Association",379,MT,83870.87,8,ZION
5261,"INTRUST Bank, National Association",379,WI,46228.7,11,ZION
5262,"INTRUST Bank, National Association",379,AK,26676.75,2,ZION
5263,"INTRUST Bank, National Association",379,KY,13743.0,2,ZION
5264,"INTRUST Bank, National Association",379,LA,10050.0,2,ZION
5265,"INTRUST Bank, National Association",379,DC,9418.0,2,ZION
5266,"INTRUST Bank, National Association",379,AL,4711.0,2,ZION
5267,"INTRUST Bank, National Association",379,WY,2400.0,1,ZION
5268,"INTRUST Bank, National Association",379,IA,1024.0,1,ZION
5269,FirstBank Puerto Rico,80,PR,513345592.78,12127,0
5270,FirstBank Puerto Rico,80,FL,162730487.78,1452,0
5271,FirstBank Puerto Rico,80,VI,49411909.06,892,0
5272,FirstBank Puerto Rico,80,CA,8692588.2,4,0
5273,FirstBank Puerto Rico,80,PA,5400950.0,2,0
5274,FirstBank Puerto Rico,80,WI,3638495.0,2,0
5275,FirstBank Puerto Rico,80,WV,887127.37,4,0
5276,FirstBank Puerto Rico,80,NY,525457.8,3,0
5277,FirstBank Puerto Rico,80,MD,476524.0,3,0
5278,FirstBank Puerto Rico,80,TN,444242.32,2,0
5279,FirstBank Puerto Rico,80,AK,391267.0,2,0
5280,FirstBank Puerto Rico,80,AL,231605.6,2,0
5281,FirstBank Puerto Rico,80,KY,191596.75,2,0
5282,FirstBank Puerto Rico,80,NC,163197.5,2,0
5283,FirstBank Puerto Rico,80,NJ,115055.0,1,0
5284,FirstBank Puerto Rico,80,SC,101850.0,1,0
5285,FirstBank Puerto Rico,80,VA,100222.0,1,0
5286,FirstBank Puerto Rico,80,MI,45052.62,1,0
5287,FirstBank Puerto Rico,80,TX,20832.0,1,0
5288,FirstBank Puerto Rico,80,OH,18760.42,1,0
5289,Old Second National Bank,1065,IL,512241991.93,3738,0
5290,Old Second National Bank,1065,IN,3693505.0,24,0
5291,Old Second National Bank,1065,WI,2853321.0,11,0
5292,Old Second National Bank,1065,CA,2135796.0,9,0
5293,Old Second National Bank,1065,FL,1306554.0,12,0
5294,Old Second National Bank,1065,MO,841887.0,3,0
5295,Old Second National Bank,1065,NM,761700.0,1,0
5296,Old Second National Bank,1065,MI,692135.0,4,0
5297,Old Second National Bank,1065,SC,660000.0,2,0
5298,Old Second National Bank,1065,GA,598899.0,3,0
5299,Old Second National Bank,1065,IA,239100.0,1,0
5300,Old Second National Bank,1065,TX,191706.0,3,0
5301,Old Second National Bank,1065,CO,142312.5,8,0
5302,Old Second National Bank,1065,NV,122443.0,2,0
5303,Old Second National Bank,1065,OH,89600.0,1,0
5304,Old Second National Bank,1065,NY,31967.0,3,0
5305,Old Second National Bank,1065,MA,20833.0,1,0
5306,Old Second National Bank,1065,KY,11600.0,2,0
5307,Old Second National Bank,1065,MD,8500.0,1,0
5308,"Bank First, N.A.",584,WI,509250861.51,4461,BFC
5309,"Bank First, N.A.",584,IL,5312026.0,25,BFC
5310,"Bank First, N.A.",584,MI,4187566.8,3,BFC
5311,"Bank First, N.A.",584,CO,2254513.1,5,BFC
5312,"Bank First, N.A.",584,AZ,2149550.0,3,BFC
5313,"Bank First, N.A.",584,GA,1260807.5,2,BFC
5314,"Bank First, N.A.",584,MN,1249705.15,13,BFC
5315,"Bank First, N.A.",584,IN,1096200.0,2,BFC
5316,"Bank First, N.A.",584,IA,615200.0,3,BFC
5317,"Bank First, N.A.",584,PA,525200.0,6,BFC
5318,"Bank First, N.A.",584,CA,465485.0,8,BFC
5319,"Bank First, N.A.",584,TX,345270.0,1,BFC
5320,"Bank First, N.A.",584,WA,133700.0,1,BFC
5321,"Bank First, N.A.",584,NY,127600.0,2,BFC
5322,"Bank First, N.A.",584,DC,97354.0,1,BFC
5323,"Bank First, N.A.",584,OH,68600.0,1,BFC
5324,"Bank First, N.A.",584,ND,64400.0,1,BFC
5325,"Bank First, N.A.",584,FL,53436.27,4,BFC
5326,"Bank First, N.A.",584,AL,20833.0,1,BFC
5327,"Bank First, N.A.",584,OR,17410.54,1,BFC
5328,"Community Bank, National Association",1364,NY,505128411.7,4579,CBU
5329,"Community Bank, National Association",1364,PA,120942444.28,766,CBU
5330,"Community Bank, National Association",1364,VT,108243814.33,799,CBU
5331,"Community Bank, National Association",1364,MA,17515368.72,75,CBU
5332,"Community Bank, National Association",1364,CT,4443011.18,13,CBU
5333,"Community Bank, National Association",1364,NH,3459333.87,9,CBU
5334,"Community Bank, National Association",1364,FL,608153.64,12,CBU
5335,"Community Bank, National Association",1364,IL,513242.17,2,CBU
5336,"Community Bank, National Association",1364,WV,338554.0,4,CBU
5337,"Community Bank, National Association",1364,NJ,250102.0,1,CBU
5338,"Community Bank, National Association",1364,CO,216685.0,1,CBU
5339,"Community Bank, National Association",1364,MI,208199.05,2,CBU
5340,"Community Bank, National Association",1364,NC,197572.0,2,CBU
5341,"Community Bank, National Association",1364,KS,188164.0,1,CBU
5342,"Community Bank, National Association",1364,TN,179672.16999999998,3,CBU
5343,"Community Bank, National Association",1364,OH,154919.6,2,CBU
5344,"Community Bank, National Association",1364,ME,129863.0,3,CBU
5345,"Community Bank, National Association",1364,CA,56818.15,1,CBU
5346,"Community Bank, National Association",1364,WY,31686.0,1,CBU
5347,"Community Bank, National Association",1364,DC,25496.0,2,CBU
5348,"Community Bank, National Association",1364,AZ,22067.0,1,CBU
5349,"Community Bank, National Association",1364,TX,2500.0,1,CBU
5350,Peoples Bank,81,OH,503011666.08,4448,NWPP
5351,Peoples Bank,81,WA,347652575.85,2922,NWPP
5352,Peoples Bank,81,WV,201195118.45,2570,NWPP
5353,Peoples Bank,81,KY,183271731.45,4184,NWPP
5354,Peoples Bank,81,NC,137498348.62,1602,NWPP
5355,Peoples Bank,81,IN,106463226.87,917,NWPP
5356,Peoples Bank,81,TX,81185741.41,1351,NWPP
5357,Peoples Bank,81,MS,69077378.44,1360,NWPP
5358,Peoples Bank,81,IA,67554964.19,1843,NWPP
5359,Peoples Bank,81,IL,45323926.69,580,NWPP
5360,Peoples Bank,81,GA,29258117.34,375,NWPP
5361,Peoples Bank,81,TN,16889128.16,679,NWPP
5362,Peoples Bank,81,MO,15663051.32,528,NWPP
5363,Peoples Bank,81,DC,13170313.35,110,NWPP
5364,Peoples Bank,81,VA,13093348.92,185,NWPP
5365,Peoples Bank,81,AR,12761805.43,231,NWPP
5366,Peoples Bank,81,FL,10245482.49,81,NWPP
5367,Peoples Bank,81,AL,9462890.04,54,NWPP
5368,Peoples Bank,81,SC,6808570.7,78,NWPP
5369,Peoples Bank,81,LA,4948847.63,68,NWPP
5370,Peoples Bank,81,MD,4299318.48,40,NWPP
5371,Peoples Bank,81,NY,4107680.35,27,NWPP
5372,Peoples Bank,81,CA,3490406.23,36,NWPP
5373,Peoples Bank,81,MN,2791305.0,84,NWPP
5374,Peoples Bank,81,SD,2554295.0,96,NWPP
5375,Peoples Bank,81,AZ,2053792.58,13,NWPP
5376,Peoples Bank,81,KS,1428627.62,68,NWPP
5377,Peoples Bank,81,NJ,1269527.21,10,NWPP
5378,Peoples Bank,81,PA,1236574.14,20,NWPP
5379,Peoples Bank,81,MI,1166902.5,5,NWPP
5380,Peoples Bank,81,AK,1145229.0,17,NWPP
5381,Peoples Bank,81,NM,1118533.32,10,NWPP
5382,Peoples Bank,81,NE,937053.0,10,NWPP
5383,Peoples Bank,81,OR,855116.5,18,NWPP
5384,Peoples Bank,81,WI,663233.14,41,NWPP
5385,Peoples Bank,81,NV,468526.57,6,NWPP
5386,Peoples Bank,81,UT,423555.0,3,NWPP
5387,Peoples Bank,81,MA,352537.92,6,NWPP
5388,Peoples Bank,81,HI,206100.0,1,NWPP
5389,Peoples Bank,81,CO,172640.0,6,NWPP
5390,Peoples Bank,81,VT,158100.0,1,NWPP
5391,Peoples Bank,81,ME,141774.32,1,NWPP
5392,Peoples Bank,81,MT,115038.0,3,NWPP
5393,Peoples Bank,81,OK,107042.18000000001,6,NWPP
5394,Peoples Bank,81,WY,98020.0,2,NWPP
5395,Peoples Bank,81,CT,70164.75,3,NWPP
5396,Peoples Bank,81,NH,10077.0,1,NWPP
5397,Peoples Bank,81,ND,2350.0,1,NWPP
5398,Tompkins Community Bank,1415,NY,500586342.19,3793,0
5399,Tompkins Community Bank,1415,PA,186609617.42,1279,0
5400,Tompkins Community Bank,1415,CT,6125852.63,30,0
5401,Tompkins Community Bank,1415,NJ,1840541.89,16,0
5402,Tompkins Community Bank,1415,VA,850333.32,2,0
5403,Tompkins Community Bank,1415,FL,625181.04,5,0
5404,Tompkins Community Bank,1415,GA,258750.0,1,0
5405,Tompkins Community Bank,1415,CA,186724.87,4,0
5406,Tompkins Community Bank,1415,TN,72200.0,1,0
5407,Tompkins Community Bank,1415,NC,54105.32,1,0
5408,Tompkins Community Bank,1415,SC,48739.47,4,0
5409,Tompkins Community Bank,1415,MD,46952.5,2,0
5410,Tompkins Community Bank,1415,HI,40225.0,1,0
5411,Tompkins Community Bank,1415,MA,11372.54,2,0
5412,Farmers & Merchants Bank of Central California,830,CA,492927067.44,2665,0
5413,Farmers & Merchants Bank of Central California,830,MS,610710.99,1,0
5414,Farmers & Merchants Bank of Central California,830,NV,555862.0,3,0
5415,Farmers & Merchants Bank of Central California,830,TX,407253.0,2,0
5416,Farmers & Merchants Bank of Central California,830,MI,203024.0,1,0
5417,Farmers & Merchants Bank of Central California,830,FL,177695.0,2,0
5418,Farmers & Merchants Bank of Central California,830,OR,97671.0,3,0
5419,Farmers & Merchants Bank of Central California,830,IL,20833.0,1,0
5420,Bangor Savings Bank,1338,ME,492471938.1,6931,0
5421,Bangor Savings Bank,1338,NH,71358356.61,880,0
5422,Bangor Savings Bank,1338,NY,20412979.67,20,0
5423,Bangor Savings Bank,1338,MA,5535724.54,47,0
5424,Bangor Savings Bank,1338,DE,1391018.92,4,0
5425,Bangor Savings Bank,1338,VT,855588.44,29,0
5426,Bangor Savings Bank,1338,CO,353907.0,2,0
5427,Bangor Savings Bank,1338,FL,306551.0,13,0
5428,Bangor Savings Bank,1338,DC,303717.5,5,0
5429,Bangor Savings Bank,1338,MD,273649.0,2,0
5430,Bangor Savings Bank,1338,CA,206860.0,8,0
5431,Bangor Savings Bank,1338,VA,193676.0,2,0
5432,Bangor Savings Bank,1338,CT,117126.5,5,0
5433,Bangor Savings Bank,1338,AL,73447.0,1,0
5434,Bangor Savings Bank,1338,NM,54200.0,1,0
5435,Bangor Savings Bank,1338,NJ,37800.0,3,0
5436,Bangor Savings Bank,1338,NV,32500.0,1,0
5437,Bangor Savings Bank,1338,TX,21633.0,2,0
5438,Bangor Savings Bank,1338,OH,20800.0,1,0
5439,Bangor Savings Bank,1338,PA,17638.120000000003,2,0
5440,Bangor Savings Bank,1338,MN,13847.7,2,0
5441,Bangor Savings Bank,1338,TN,4156.0,1,0
5442,Bangor Savings Bank,1338,NC,3600.0,1,0
5443,Columbia Bank,897,NJ,487250379.05,2378,COLB
5444,Columbia Bank,897,NY,12053894.87,46,COLB
5445,Columbia Bank,897,CA,3263035.0,3,COLB
5446,Columbia Bank,897,PA,2917881.15,9,COLB
5447,Columbia Bank,897,CT,1415494.47,3,COLB
5448,Columbia Bank,897,NH,999972.0,1,COLB
5449,Columbia Bank,897,FL,265234.0,3,COLB
5450,Columbia Bank,897,AZ,94826.35,2,COLB
5451,Columbia Bank,897,MD,63875.0,1,COLB
5452,Columbia Bank,897,DE,50367.0,1,COLB
5453,Columbia Bank,897,MI,16687.0,1,COLB
5454,Republic Bank & Trust Company,248,KY,486824258.84,3720,0
5455,Republic Bank & Trust Company,248,FL,129043608.58,1206,0
5456,Republic Bank & Trust Company,248,OH,115252838.17,503,0
5457,Republic Bank & Trust Company,248,IN,36760203.36,201,0
5458,Republic Bank & Trust Company,248,TN,23309763.0,235,0
5459,Republic Bank & Trust Company,248,CT,11030192.5,12,0
5460,Republic Bank & Trust Company,248,NY,7994876.0,27,0
5461,Republic Bank & Trust Company,248,NJ,5964100.0,7,0
5462,Republic Bank & Trust Company,248,LA,3656900.0,10,0
5463,Republic Bank & Trust Company,248,MD,3617555.0,4,0
5464,Republic Bank & Trust Company,248,VA,3575100.0,6,0
5465,Republic Bank & Trust Company,248,CA,3095857.82,13,0
5466,Republic Bank & Trust Company,248,TX,2314100.0,13,0
5467,Republic Bank & Trust Company,248,NC,1791340.0,11,0
5468,Republic Bank & Trust Company,248,GA,1282200.0,6,0
5469,Republic Bank & Trust Company,248,CO,1278625.0,2,0
5470,Republic Bank & Trust Company,248,PA,1213700.0,2,0
5471,Republic Bank & Trust Company,248,SC,753000.0,9,0
5472,Republic Bank & Trust Company,248,AL,517000.0,1,0
5473,Republic Bank & Trust Company,248,IL,447899.0,6,0
5474,Republic Bank & Trust Company,248,DE,362119.97,2,0
5475,Republic Bank & Trust Company,248,WY,219400.0,1,0
5476,Republic Bank & Trust Company,248,MI,180390.0,2,0
5477,Republic Bank & Trust Company,248,WV,120400.0,1,0
5478,Republic Bank & Trust Company,248,MO,56800.0,1,0
5479,Republic Bank & Trust Company,248,AR,45287.5,1,0
5480,Republic Bank & Trust Company,248,MT,40950.0,2,0
5481,Republic Bank & Trust Company,248,OK,28800.0,1,0
5482,Republic Bank & Trust Company,248,IA,20900.0,1,0
5483,ConnectOne Bank,1016,NJ,484337270.0,2522,0
5484,ConnectOne Bank,1016,NY,161667000.0,698,0
5485,ConnectOne Bank,1016,PA,9315400.0,12,0
5486,ConnectOne Bank,1016,CT,6202500.0,27,0
5487,ConnectOne Bank,1016,NC,4578300.0,10,0
5488,ConnectOne Bank,1016,VA,3717400.0,6,0
5489,ConnectOne Bank,1016,GA,2615500.0,8,0
5490,ConnectOne Bank,1016,CA,2501700.0,10,0
5491,ConnectOne Bank,1016,TX,1918200.0,4,0
5492,ConnectOne Bank,1016,FL,1626100.0,17,0
5493,ConnectOne Bank,1016,MN,1482400.0,1,0
5494,ConnectOne Bank,1016,TN,1024600.0,2,0
5495,ConnectOne Bank,1016,KY,984000.0,3,0
5496,ConnectOne Bank,1016,DE,689900.0,1,0
5497,ConnectOne Bank,1016,MA,665600.0,2,0
5498,ConnectOne Bank,1016,IL,428100.0,5,0
5499,ConnectOne Bank,1016,AZ,50000.0,3,0
5500,ConnectOne Bank,1016,MD,33100.0,1,0
5501,ConnectOne Bank,1016,NV,29600.0,1,0
5502,ConnectOne Bank,1016,SC,13400.0,2,0
5503,ConnectOne Bank,1016,WA,4600.0,1,0
5504,Bank of Ann Arbor,293,MI,484213102.17,3129,0
5505,Bank of Ann Arbor,293,WI,56475000.0,446,0
5506,Bank of Ann Arbor,293,CA,21567924.22,39,0
