Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,115.58000183105469,116.9800033569336,113.41999816894531,113.80999755859375,107.97073364257812,401991
2019-09-04,114.45999908447266,114.80999755859375,112.9000015258789,113.72000122070312,107.88534545898438,481364
2019-09-05,115.7300033569336,117.66999816894531,115.41500091552734,116.41000366210938,110.43733215332031,556432
2019-09-06,117.05000305175781,118.26000213623047,115.83000183105469,117.47000122070312,111.44294738769531,367138
2019-09-09,117.8499984741211,120.43000030517578,117.12000274658203,119.94000244140625,113.78619384765625,529019
2019-09-10,120.4000015258789,121.93000030517578,120.16999816894531,121.27999877929688,115.05745697021484,507171
2019-09-11,121.5999984741211,121.5999984741211,119.17500305175781,120.80999755859375,114.61157989501953,438638
2019-09-12,119.79000091552734,121.41000366210938,118.94999694824219,121.16000366210938,114.94361877441406,308643
2019-09-13,122.44000244140625,123.06999969482422,120.7300033569336,121.16000366210938,114.94361877441406,544873
2019-09-16,120.25,122.23999786376953,119.5250015258789,121.91000366210938,115.6551284790039,464551
2019-09-17,121.80000305175781,122.16000366210938,120.06999969482422,120.4800033569336,114.29850769042969,365322
2019-09-18,120.0999984741211,122.2699966430664,119.45999908447266,120.70999908447266,114.51670837402344,474400
2019-09-19,120.93000030517578,122.30000305175781,120.6500015258789,121.31999969482422,115.09540557861328,430403
2019-09-20,121.31999969482422,121.55500030517578,118.77999877929688,119.6500015258789,113.51109313964844,797417
2019-09-23,118.9000015258789,122.18000030517578,118.9000015258789,121.77999877929688,115.53181457519531,333958
2019-09-24,121.7300033569336,123.20999908447266,118.51000213623047,119.70999908447266,113.56800842285156,428742
2019-09-25,119.58999633789062,120.9800033569336,119.12999725341797,120.22000122070312,114.0518569946289,310820
2019-09-26,120.16000366210938,120.9823989868164,119.58999633789062,120.37000274658203,114.19414520263672,251737
2019-09-27,121.2300033569336,123.04000091552734,120.05000305175781,120.30000305175781,114.12773895263672,217835
2019-09-30,120.97000122070312,121.87999725341797,118.69999694824219,119.22000122070312,113.10315704345703,354013
2019-10-01,120.0199966430664,121.55999755859375,116.55000305175781,116.56999969482422,110.589111328125,238116
2019-10-02,115.45999908447266,116.62999725341797,114.7300033569336,116.12000274658203,110.1622085571289,406432
2019-10-03,115.91000366210938,116.7300033569336,114.12000274658203,116.62999725341797,110.64603424072266,363614
2019-10-04,116.83000183105469,119.51000213623047,116.77999877929688,119.31999969482422,113.19802856445312,270682
2019-10-07,118.81999969482422,119.22000122070312,117.22000122070312,118.13999938964844,112.07855224609375,296124
2019-10-08,116.6500015258789,116.75,115.02999877929688,115.45999908447266,109.53605651855469,263558
2019-10-09,116.29000091552734,116.68000030517578,114.63999938964844,115.83999633789062,109.89656066894531,208455
2019-10-10,116.4800033569336,118.19999694824219,116.05999755859375,116.95999908447266,110.95909881591797,252720
2019-10-11,118.43000030517578,119.44999694824219,117.4000015258789,117.4800033569336,111.45243835449219,289377
2019-10-14,117.11000061035156,118.29000091552734,116.24500274658203,117.62000274658203,111.58525085449219,201807
2019-10-15,117.68000030517578,119.26000213623047,117.55000305175781,118.66999816894531,112.58135986328125,234205
2019-10-16,119.12000274658203,119.75,117.73500061035156,118.69000244140625,112.60035705566406,437117
2019-10-17,119.0,121.05000305175781,114.31500244140625,120.93000030517578,114.72541046142578,830264
2019-10-18,120.68000030517578,123.69000244140625,118.37000274658203,122.70999908447266,116.4140853881836,514967
2019-10-21,124.02999877929688,124.98999786376953,120.62000274658203,122.56999969482422,116.2812728881836,379697
2019-10-22,122.36000061035156,124.73999786376953,121.37999725341797,123.70999908447266,117.3627700805664,278121
2019-10-23,122.98999786376953,123.8499984741211,121.37999725341797,122.94999694824219,116.64176940917969,337011
2019-10-24,123.11000061035156,123.11000061035156,120.93499755859375,121.19999694824219,114.98155975341797,166004
2019-10-25,121.0,122.87909698486328,120.58499908447266,121.56999969482422,115.33257293701172,180636
2019-10-28,121.66000366210938,123.62000274658203,121.59500122070312,123.06999969482422,116.755615234375,202284
2019-10-29,123.51000213623047,124.7300033569336,122.33000183105469,124.5,118.11225128173828,283029
2019-10-30,124.06999969482422,124.28500366210938,119.29000091552734,119.5,113.36878967285156,641302
2019-10-31,118.52999877929688,118.7300033569336,116.11000061035156,118.31999969482422,112.77782440185547,517406
2019-11-01,119.5,122.0,119.19499969482422,121.0999984741211,115.42760467529297,471163
2019-11-04,122.19000244140625,123.94000244140625,120.87000274658203,123.58999633789062,117.80097198486328,342577
2019-11-05,124.25,125.31999969482422,123.5,124.4800033569336,118.6492919921875,309356
2019-11-06,124.25,124.77999877929688,123.04000091552734,124.45999908447266,118.6302261352539,413581
2019-11-07,125.72000122070312,127.75,124.38999938964844,124.69999694824219,118.85897827148438,302177
2019-11-08,124.31999969482422,126.0,123.4000015258789,125.9000015258789,120.00277709960938,311427
2019-11-11,125.23999786376953,126.1500015258789,124.52400207519531,124.79000091552734,118.94477844238281,274082
2019-11-12,125.30000305175781,128.02999877929688,123.54000091552734,126.04000091552734,120.1362075805664,481381
2019-11-13,124.76000213623047,125.17749786376953,123.58000183105469,124.19000244140625,118.37287139892578,307377
2019-11-14,123.72000122070312,125.6500015258789,123.52999877929688,125.54000091552734,119.6596450805664,342737
2019-11-15,125.8499984741211,125.9000015258789,123.62999725341797,123.98999786376953,118.18224334716797,294239
2019-11-18,123.37999725341797,124.37000274658203,122.96499633789062,124.18000030517578,118.36333465576172,256625
2019-11-19,124.37000274658203,125.83999633789062,123.48999786376953,125.43000030517578,119.5547866821289,309016
2019-11-20,125.95999908447266,126.62999725341797,124.19000244140625,124.94000244140625,119.0877456665039,411648
