Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,68.29000091552734,68.29000091552734,67.16999816894531,67.77999877929688,57.662567138671875,678500
2019-09-04,68.18000030517578,68.44999694824219,67.58999633789062,68.16000366210938,57.98584747314453,928100
2019-09-05,69.0199966430664,70.18000030517578,68.79000091552734,69.29000091552734,58.94716262817383,619800
2019-09-06,69.66000366210938,70.18000030517578,69.44000244140625,69.91000366210938,59.47462844848633,511500
2019-09-09,70.48999786376953,70.87999725341797,70.18000030517578,70.87000274658203,60.29132843017578,982400
2019-09-10,70.72000122070312,72.16999816894531,70.70999908447266,72.16000366210938,61.38877487182617,484300
2019-09-11,72.30000305175781,72.66000366210938,71.80000305175781,72.3499984741211,61.55039978027344,533000
2019-09-12,72.19999694824219,72.91999816894531,71.66000366210938,72.5999984741211,61.76308822631836,412900
2019-09-13,72.88999938964844,73.18000030517578,72.66999816894531,72.69000244140625,61.83964538574219,358400
2019-09-16,72.26000213623047,73.0199966430664,72.20999908447266,72.76000213623047,61.899208068847656,254400
2019-09-17,72.2699966430664,73.16000366210938,72.01000213623047,72.93000030517578,62.043827056884766,447900
2019-09-18,72.66999816894531,73.30999755859375,72.62000274658203,73.22000122070312,62.29052734375,279800
2019-09-19,73.12000274658203,73.91999816894531,73.12000274658203,73.36000061035156,62.409645080566406,291900
2019-09-20,73.3499984741211,73.97000122070312,73.3499984741211,73.45999908447266,62.49470901489258,443200
2019-09-23,73.12000274658203,73.41999816894531,72.94999694824219,73.08000183105469,62.17144012451172,506100
2019-09-24,73.04000091552734,73.41999816894531,72.29000091552734,72.52999877929688,61.70353317260742,363300
2019-09-25,72.29000091552734,73.55000305175781,72.19999694824219,73.19999694824219,62.27350997924805,365900
2019-09-26,73.12999725341797,73.36000061035156,72.93000030517578,73.02999877929688,62.12890625,502700
2019-09-27,73.63999938964844,74.05999755859375,73.41999816894531,73.63999938964844,62.647850036621094,347600
2019-09-30,73.73999786376953,74.19000244140625,73.66000366210938,73.75,62.741424560546875,299900
2019-10-01,74.38999938964844,74.38999938964844,72.87999725341797,73.25,62.31606674194336,379300
2019-10-02,72.73999786376953,72.91000366210938,71.41999816894531,71.87999725341797,61.15055465698242,901700
2019-10-03,71.48999786376953,71.94000244140625,70.94000244140625,71.58999633789062,60.903839111328125,838800
2019-10-04,71.7699966430664,72.05000305175781,71.48999786376953,72.0,61.25265121459961,400700
2019-10-07,71.93000030517578,72.45999908447266,71.87000274658203,72.1500015258789,61.3802604675293,724300
2019-10-08,71.93000030517578,71.9800033569336,71.16000366210938,71.37999725341797,60.725189208984375,460500
2019-10-09,71.62000274658203,71.95999908447266,71.30999755859375,71.79000091552734,61.07400131225586,294700
2019-10-10,72.05999755859375,72.80999755859375,72.01000213623047,72.36000061035156,61.558902740478516,226100
2019-10-11,73.5199966430664,74.05000305175781,73.29000091552734,73.44000244140625,62.47771072387695,359900
2019-10-14,73.31999969482422,73.55000305175781,73.2699966430664,73.30000305175781,62.35860824584961,83000
2019-10-15,73.62000274658203,73.80000305175781,73.16000366210938,73.3499984741211,62.4011344909668,407800
2019-10-16,73.31999969482422,73.88999938964844,73.31999969482422,73.44000244140625,62.47771072387695,242000
2019-10-17,73.88999938964844,73.98999786376953,73.47000122070312,73.6500015258789,62.656375885009766,190500
2019-10-18,73.63999938964844,73.9800033569336,73.56999969482422,73.7699966430664,62.758426666259766,197600
2019-10-21,74.0,74.55999755859375,73.98999786376953,74.47000122070312,63.35395431518555,391300
2019-10-22,74.37000274658203,74.94999694824219,74.37000274658203,74.55999755859375,63.43052291870117,561200
2019-10-23,74.5199966430664,74.75,74.4800033569336,74.68000030517578,63.53261947631836,254100
2019-10-24,74.80000305175781,75.0,74.3499984741211,74.56999969482422,63.43904495239258,3282000
2019-10-25,74.33999633789062,75.30999755859375,74.33999633789062,75.12000274658203,63.90692138671875,327100
2019-10-28,75.33999633789062,75.47000122070312,75.13999938964844,75.19999694824219,63.975006103515625,2266800
2019-10-29,75.12000274658203,75.43000030517578,75.05000305175781,75.08999633789062,63.88140869140625,239100
2019-10-30,75.0,75.13999938964844,74.44000244140625,75.06999969482422,63.86439895629883,2484300
2019-10-31,74.19000244140625,74.62000274658203,73.7300033569336,73.98999786376953,63.60905838012695,442800
2019-11-01,74.26000213623047,74.63999938964844,74.05000305175781,74.5199966430664,64.06470489501953,280300
2019-11-04,74.76000213623047,75.06999969482422,74.5999984741211,75.0,64.47736358642578,702800
2019-11-05,75.1500015258789,75.81999969482422,75.08999633789062,75.4800033569336,64.89000701904297,832700
2019-11-06,75.3499984741211,75.54000091552734,75.22000122070312,75.44000244140625,64.85563659667969,320200
2019-11-07,75.80000305175781,76.29000091552734,75.69999694824219,76.25,65.55198669433594,392100
2019-11-08,76.0,76.1500015258789,75.80000305175781,76.08000183105469,65.40583801269531,220800
2019-11-11,75.80000305175781,76.02999877929688,75.7699966430664,75.94000244140625,65.28546142578125,195800
2019-11-12,75.80000305175781,76.08999633789062,75.73999786376953,75.95999908447266,65.30266571044922,4278400
2019-11-13,75.55000305175781,75.86000061035156,75.37999725341797,75.75,65.12213134765625,239600
2019-11-14,75.75,76.19000244140625,75.66999816894531,76.12000274658203,65.44023132324219,308900
2019-11-15,76.19999694824219,76.87000274658203,76.08000183105469,76.66999816894531,65.91305541992188,422100
2019-11-18,76.45999908447266,76.75,76.1500015258789,76.7300033569336,65.96463775634766,348000
2019-11-19,76.79000091552734,76.87999725341797,76.29000091552734,76.31999969482422,65.6121597290039,435000
2019-11-20,76.25,76.55999755859375,75.9800033569336,76.29000091552734,65.58636474609375,288600
2019-11-21,76.4800033569336,76.4800033569336,76.05999755859375,76.18000030517578,65.4917984008789,387700
2019-11-22,76.27999877929688,76.41999816894531,76.0199966430664,76.04000091552734,65.3714370727539,255000
2019-11-25,76.16000366210938,76.30000305175781,75.83999633789062,76.19000244140625,65.50040435791016,249200
2019-11-26,76.08999633789062,76.41999816894531,75.72000122070312,76.37999725341797,65.66374206542969,319200
2019-11-27,76.44000244140625,76.87999725341797,76.37999725341797,76.83000183105469,66.05060577392578,564100
2019-11-29,76.62999725341797,77.08999633789062,76.62999725341797,76.94999694824219,66.15376281738281,946800
2019-12-02,77.0,77.0,75.62999725341797,75.66000366210938,65.04476165771484,532800
2019-12-03,74.87999725341797,74.9000015258789,73.23999786376953,74.31999969482422,63.89276885986328,868300
2019-12-04,74.66999816894531,75.44999694824219,74.51000213623047,75.12999725341797,64.589111328125,852800
2019-12-05,75.48999786376953,75.70999908447266,75.05000305175781,75.5999984741211,64.9931869506836,522400
2019-12-06,75.69999694824219,75.77999877929688,75.26000213623047,75.4800033569336,64.89000701904297,409800
2019-12-09,75.43000030517578,75.66000366210938,75.16000366210938,75.38999938964844,64.81263732910156,1293000
2019-12-10,75.33999633789062,75.91000366210938,74.73999786376953,75.52999877929688,64.9330062866211,364600
2019-12-11,75.55000305175781,75.93000030517578,75.52999877929688,75.80999755859375,65.17371368408203,288500
2019-12-12,75.91999816894531,76.43000030517578,75.68000030517578,76.31999969482422,65.6121597290039,502700
2019-12-13,76.58999633789062,77.19999694824219,76.31999969482422,76.93000030517578,66.13658142089844,1024500
2019-12-16,77.41999816894531,77.76000213623047,77.30000305175781,77.3499984741211,66.49764251708984,308900
2019-12-17,76.91999816894531,77.62000274658203,76.9000015258789,77.5,66.6265869140625,531100
2019-12-18,77.62000274658203,77.62000274658203,77.08000183105469,77.55000305175781,66.66957092285156,359700
2019-12-19,77.41999816894531,77.79000091552734,77.38999938964844,77.5,66.6265869140625,266900
2019-12-20,77.5,77.69999694824219,77.29000091552734,77.62999725341797,66.73836517333984,351500
2019-12-23,77.5,77.6500015258789,76.83999633789062,77.0,66.19676208496094,254900
2019-12-24,77.04000091552734,77.04000091552734,76.41000366210938,76.81999969482422,66.04200744628906,175200
2019-12-26,76.86000061035156,77.02999877929688,76.61000061035156,76.87000274658203,66.08499908447266,135500
2019-12-27,77.27999877929688,77.44000244140625,76.98999786376953,77.18000030517578,66.35149383544922,242200
2019-12-30,77.5,77.5,76.91000366210938,77.11000061035156,66.29132843017578,303500
2019-12-31,77.16999816894531,77.69000244140625,77.04000091552734,77.5,66.6265869140625,363400
2020-01-02,77.5,77.7300033569336,77.16000366210938,77.63999938964844,66.74696350097656,367000
2020-01-03,77.16000366210938,77.5,76.83000183105469,77.44999694824219,66.58360290527344,277400
2020-01-06,77.22000122070312,77.58000183105469,77.01000213623047,77.5199966430664,66.64380645751953,409900
2020-01-07,77.30000305175781,77.58000183105469,77.08000183105469,77.13999938964844,66.31712341308594,1040700
2020-01-08,77.23999786376953,77.9800033569336,77.23999786376953,77.58999633789062,66.7039794921875,358300
2020-01-09,77.68000030517578,77.8499984741211,77.33000183105469,77.55000305175781,66.66957092285156,256700
2020-01-10,77.5999984741211,77.87000274658203,77.37000274658203,77.62000274658203,66.72976684570312,301000
2020-01-13,77.66000366210938,78.26000213623047,77.51000213623047,78.23999786376953,67.26277923583984,840800
2020-01-14,78.1500015258789,78.7300033569336,78.04000091552734,78.61000061035156,67.58087158203125,380500
2020-01-15,78.41999816894531,79.05000305175781,78.41999816894531,78.87000274658203,67.80438995361328,410100
2020-01-16,79.08999633789062,79.29000091552734,78.97000122070312,79.27999877929688,68.15686798095703,345400
2020-01-17,79.36000061035156,79.5,79.19000244140625,79.41999816894531,68.27721405029297,371100
2020-01-21,79.33000183105469,79.91999816894531,79.26000213623047,79.7699966430664,68.578125,1413600
2020-01-22,79.81999969482422,79.93000030517578,79.33000183105469,79.45999908447266,68.31160736083984,400400
2020-01-23,79.2300033569336,79.44000244140625,78.87999725341797,79.36000061035156,68.22564697265625,516600
2020-01-24,79.51000213623047,79.62000274658203,78.91000366210938,79.12999725341797,68.02790832519531,478900
2020-01-27,78.37000274658203,78.5999984741211,77.98999786376953,78.3499984741211,67.35733795166016,425500
2020-01-28,78.5199966430664,78.93000030517578,78.19000244140625,78.79000091552734,67.7356185913086,1365300
2020-01-29,78.6500015258789,78.83000183105469,78.30000305175781,78.37000274658203,67.37454986572266,1116500
2020-01-30,77.95999908447266,78.44999694824219,77.81999969482422,78.36000061035156,67.36593627929688,476100
2020-01-31,76.94000244140625,77.0,76.08000183105469,76.22000122070312,66.20377349853516,604100
2020-02-03,76.41000366210938,76.77999877929688,75.56999969482422,75.58000183105469,65.64788818359375,415800
2020-02-04,76.44999694824219,76.69000244140625,76.22000122070312,76.2699966430664,66.24720001220703,390600
2020-02-05,76.80999755859375,76.94999694824219,76.41000366210938,76.69000244140625,66.61200714111328,350000
2020-02-06,76.83999633789062,77.13999938964844,76.7300033569336,77.05000305175781,66.92469787597656,749600
2020-02-07,76.77999877929688,77.05999755859375,76.55000305175781,77.04000091552734,66.916015625,265300
2020-02-10,76.75,76.91999816894531,76.45999908447266,76.72000122070312,66.63806915283203,507100
2020-02-11,76.88999938964844,77.22000122070312,76.87000274658203,76.9000015258789,66.7944107055664,234800
2020-02-12,77.13999938964844,77.13999938964844,76.80999755859375,77.0,66.88127899169922,1249900
2020-02-13,76.79000091552734,77.05000305175781,76.52999877929688,76.7300033569336,66.64675903320312,265000
2020-02-14,76.69999694824219,76.94999694824219,76.56999969482422,76.83999633789062,66.74230194091797,198300
2020-02-18,76.56999969482422,76.69000244140625,76.36000061035156,76.45999908447266,66.41223907470703,281300
2020-02-19,76.83999633789062,76.88999938964844,76.4000015258789,76.41999816894531,66.37747955322266,271600
2020-02-20,76.30000305175781,76.5,76.05999755859375,76.31999969482422,66.29063415527344,351800
2020-02-21,76.08999633789062,76.63999938964844,76.08999633789062,76.47000122070312,66.42093658447266,365400
2020-02-24,75.36000061035156,75.72000122070312,74.80999755859375,74.86000061035156,65.02249908447266,757300
2020-02-25,74.91000366210938,75.0999984741211,72.83000183105469,73.01000213623047,63.41562271118164,877500
2020-02-26,73.04000091552734,73.5199966430664,71.47000122070312,71.6500015258789,62.234336853027344,773100
2020-02-27,70.86000061035156,71.0,69.12999725341797,69.16000366210938,60.071556091308594,1103700
2020-02-28,68.0,68.69000244140625,66.61000061035156,67.87999725341797,58.95975875854492,1110800
2020-03-02,68.0,69.19000244140625,67.33000183105469,69.0999984741211,60.01942825317383,695400
2020-03-03,68.93000030517578,69.79000091552734,67.19999694824219,67.23999786376953,58.40385437011719,973100
2020-03-04,67.87999725341797,68.3499984741211,66.70999908447266,67.87000274658203,58.95106506347656,667200
2020-03-05,66.7300033569336,66.80000305175781,65.05000305175781,65.54000091552734,56.927249908447266,779000
2020-03-06,64.12000274658203,64.33999633789062,62.79999923706055,62.939998626708984,54.668922424316406,2717700
2020-03-09,58.38999938964844,59.810001373291016,52.939998626708984,53.380001068115234,46.36522674560547,2036900
2020-03-10,56.18000030517578,56.29999923706055,52.150001525878906,55.2400016784668,47.980804443359375,2435800
2020-03-11,54.34000015258789,54.5099983215332,52.40999984741211,52.65999984741211,45.739845275878906,1676500
2020-03-12,49.060001373291016,49.130001068115234,43.2599983215332,44.16999816894531,38.36552810668945,1561300
2020-03-13,47.349998474121094,51.13999938964844,46.16999816894531,51.13999938964844,44.419586181640625,1763600
2020-03-16,44.61000061035156,47.189998626708984,43.689998626708984,44.20000076293945,38.39159393310547,1224200
2020-03-17,44.880001068115234,44.880001068115234,41.790000915527344,43.38999938964844,37.68803405761719,1340200
2020-03-18,41.099998474121094,41.540000915527344,38.310001373291016,40.779998779296875,35.421016693115234,1899300
2020-03-19,40.209999084472656,42.689998626708984,40.18000030517578,41.88999938964844,36.38514709472656,1137100
2020-03-20,43.58000183105469,47.349998474121094,42.040000915527344,43.150001525878906,37.47956848144531,1931200
2020-03-23,42.529998779296875,43.619998931884766,38.400001525878906,38.709999084472656,33.62303924560547,1907300
2020-03-24,42.08000183105469,44.400001525878906,40.83000183105469,44.36000061035156,38.53055953979492,1015500
2020-03-25,45.81999969482422,51.349998474121094,44.88999938964844,48.2400016784668,41.90068435668945,2204000
2020-03-26,49.34000015258789,51.86000061035156,48.72999954223633,49.810001373291016,43.26436996459961,1332700
2020-03-27,47.33000183105469,49.11000061035156,46.16999816894531,47.56999969482422,41.318729400634766,952700
2020-03-30,47.0,48.02000045776367,45.66999816894531,47.869998931884766,41.57931137084961,965900
2020-03-31,47.2400016784668,50.970001220703125,47.2400016784668,50.2599983215332,43.65522766113281,1268500
2020-04-01,48.040000915527344,48.439998626708984,47.0,47.25,41.040775299072266,2292300
2020-04-02,47.2599983215332,49.47999954223633,47.08000183105469,47.939998626708984,41.640106201171875,795600
2020-04-03,48.06999969482422,48.59000015258789,46.61000061035156,47.369998931884766,41.1450080871582,705500
2020-04-06,49.970001220703125,50.150001525878906,48.619998931884766,49.9900016784668,43.420711517333984,822400
2020-04-07,53.060001373291016,53.88999938964844,51.25,51.5099983215332,44.740966796875,1468800
2020-04-08,51.959999084472656,53.59000015258789,50.84000015258789,53.29999923706055,46.295738220214844,821100
2020-04-09,54.08000183105469,55.34000015258789,53.040000915527344,53.77000045776367,46.703975677490234,1130800
2020-04-13,54.34000015258789,54.34000015258789,52.25,53.04999923706055,46.07859420776367,2306800
2020-04-14,53.61000061035156,54.099998474121094,51.93000030517578,52.29999923706055,45.42715072631836,896600
2020-04-15,50.2599983215332,50.56999969482422,49.150001525878906,49.209999084472656,42.74321365356445,2029900
2020-04-16,49.27000045776367,49.56999969482422,47.40999984741211,47.529998779296875,41.28398895263672,969700
